F1,R1,R2,RL,F1_2,R1_2,R2_2,RL_2,labels
0.2950819672131147,0.46341463414634143,0.22500000000000003,0.26829268292682923,0.4137931034482759,0.47619047619047616,0.35,0.47619047619047616,0
0.0625,0.5098039215686275,0.1,0.31372549019607837,0.5333333333333333,0.5633802816901408,0.4927536231884058,0.5352112676056339,1
0.36111111111111116,0.5688073394495413,0.31775700934579443,0.27522935779816515,0.5957446808510638,0.7042253521126761,0.4927536231884058,0.5915492957746479,1
0.3058823529411765,0.556390977443609,0.27480916030534347,0.3609022556390977,0.32653061224489793,0.42105263157894735,0.24324324324324326,0.2631578947368421,1
0.2857142857142857,0.358974358974359,0.16216216216216214,0.358974358974359,0.5161290322580646,0.6521739130434783,0.3636363636363637,0.5652173913043478,1
0.11111111111111112,0.5581395348837209,0.07142857142857142,0.3023255813953488,0.30769230769230765,0.5,0.24137931034482757,0.4333333333333333,1
0.7169811320754718,0.9156626506024096,0.8888888888888891,0.9156626506024096,0.34285714285714286,0.39285714285714285,0.25925925925925924,0.3571428571428571,1
0.16,0.47887323943661975,0.08695652173913045,0.3098591549295775,0.3414634146341463,0.4827586206896552,0.21428571428571427,0.41379310344827586,1
0.25396825396825395,0.5106382978723404,0.2173913043478261,0.3404255319148936,0.3673469387755102,0.48648648648648646,0.3055555555555556,0.4054054054054054,1
0.43373493975903615,0.6715328467153283,0.3851851851851852,0.4963503649635036,0.17391304347826086,0.3333333333333333,0.05714285714285715,0.22222222222222224,1
0.28571428571428564,0.425,0.23076923076923078,0.4,0.38095238095238093,0.35294117647058826,0.2424242424242424,0.32352941176470584,1
0.30136986301369856,0.5210084033613445,0.23931623931623933,0.4033613445378152,0.2916666666666667,0.5316455696202532,0.23376623376623376,0.35443037974683544,1
0.23255813953488372,0.5333333333333332,0.21917808219178084,0.4266666666666667,0.3870967741935484,0.6071428571428571,0.40740740740740733,0.5714285714285714,1
0.3333333333333333,0.5833333333333334,0.11428571428571428,0.3055555555555556,0.3125,0.6250000000000001,0.2608695652173913,0.41666666666666663,1
0.2758620689655173,0.5106382978723405,0.19565217391304346,0.3404255319148936,0.2962962962962963,0.37209302325581395,0.2439024390243902,0.3255813953488372,1
0.2857142857142857,0.3802816901408451,0.17142857142857146,0.28169014084507044,0.5161290322580646,0.5106382978723405,0.3111111111111111,0.3829787234042553,1
0.6399999999999999,0.8,0.5301204819277109,0.6352941176470589,0.3157894736842105,0.4375,0.19354838709677416,0.34375,1
0.17142857142857143,0.2622950819672131,0.10169491525423728,0.22950819672131148,0.923076923076923,0.9565217391304348,0.761904761904762,0.7826086956521738,1
0.2777777777777778,0.6491228070175439,0.2142857142857143,0.3508771929824561,0.13636363636363638,0.208955223880597,0.06153846153846154,0.17910447761194032,1
0.35135135135135137,0.46153846153846156,0.34782608695652173,0.4102564102564102,0.23728813559322035,0.21276595744680848,0.15217391304347824,0.21276595744680848,0
0.5777777777777778,0.7027027027027027,0.5833333333333333,0.6216216216216216,0.4651162790697674,0.6285714285714286,0.5294117647058824,0.5428571428571428,1
0.7540983606557378,0.8163265306122449,0.6458333333333334,0.693877551020408,0.4782608695652174,0.5405405405405405,0.3333333333333333,0.37837837837837834,1
0.42857142857142855,0.5517241379310345,0.28235294117647064,0.45977011494252873,0.13636363636363638,0.208955223880597,0.06153846153846154,0.17910447761194032,1
0.36000000000000004,0.6744186046511628,0.30952380952380953,0.3023255813953488,0.2222222222222222,0.43333333333333335,0.1724137931034483,0.3666666666666667,1
0.6885245901639345,0.8210526315789474,0.6451612903225806,0.7157894736842105,0.45000000000000007,0.46875,0.22580645161290325,0.3125,1
0.16666666666666666,0.631578947368421,0.15053763440860213,0.4000000000000001,0.36363636363636365,0.4444444444444444,0.3846153846153846,0.4444444444444444,1
0.1568627450980392,0.5194805194805194,0.14473684210526316,0.27272727272727276,0.3,0.3333333333333333,0.23728813559322035,0.31666666666666665,1
0.13114754098360656,0.43956043956043955,0.0449438202247191,0.24175824175824173,0.4642857142857143,0.4819277108433735,0.3950617283950617,0.4337349397590361,1
0.6470588235294118,0.7476635514018691,0.5714285714285715,0.7102803738317757,0.4117647058823529,0.4,0.2641509433962264,0.36363636363636365,1
0.606060606060606,0.6521739130434783,0.40909090909090906,0.5217391304347826,0.5333333333333333,0.6,0.42105263157894735,0.5,1
0.4347826086956522,0.625,0.3272727272727273,0.48214285714285715,0.32558139534883723,0.5,0.2727272727272727,0.3235294117647059,1
0.42857142857142855,0.5074626865671641,0.3692307692307692,0.44776119402985076,0.625,0.7307692307692306,0.48,0.5384615384615384,1
0.41269841269841273,0.6530612244897959,0.3125,0.46938775510204084,0.23529411764705882,0.3461538461538462,0.19999999999999996,0.30769230769230765,1
0.5957446808510638,0.7222222222222222,0.4571428571428572,0.611111111111111,0.39999999999999997,0.4615384615384615,0.3783783783783784,0.41025641025641024,1
0.37500000000000006,0.4857142857142857,0.14705882352941177,0.3714285714285714,0.3684210526315789,0.5660377358490567,0.3137254901960784,0.45283018867924524,1
0.21428571428571427,0.5263157894736842,0.23655913978494622,0.4,0.31578947368421056,0.5161290322580645,0.16666666666666666,0.3548387096774194,1
0.23529411764705882,0.55,0.20512820512820512,0.35000000000000003,0.27272727272727276,0.5,0.2121212121212121,0.2647058823529412,1
0.0930232558139535,0.5,0.09677419354838711,0.28125,0.17647058823529413,0.42553191489361697,0.08888888888888889,0.1702127659574468,0
0.29090909090909095,0.6086956521739131,0.17777777777777778,0.34782608695652173,0.2564102564102564,0.42424242424242425,0.15625,0.24242424242424243,1
0.23728813559322035,0.5714285714285714,0.29213483146067415,0.3516483516483517,0.20689655172413793,0.3255813953488372,0.14634146341463417,0.186046511627907,1
0.16666666666666669,0.5585585585585585,0.20183486238532108,0.37837837837837834,0.22222222222222224,0.4444444444444445,0.1518987341772152,0.271604938271605,1
0.3913043478260869,0.6111111111111112,0.4857142857142857,0.5555555555555557,0.4651162790697674,0.6285714285714286,0.5294117647058824,0.5428571428571428,1
0.18750000000000003,0.46938775510204084,0.20833333333333334,0.30612244897959184,0.4516129032258065,0.48351648351648346,0.31460674157303364,0.39560439560439564,1
0.15384615384615385,0.5631067961165048,0.0594059405940594,0.2524271844660194,0.21052631578947364,0.37931034482758624,0.21428571428571425,0.31034482758620685,0
0.4444444444444445,0.8026315789473685,0.45333333333333337,0.5789473684210525,0.14285714285714285,0.20224719101123595,0.09195402298850575,0.20224719101123595,0
0.22950819672131148,0.3736263736263736,0.11235955056179775,0.17582417582417584,0.5833333333333334,0.7027027027027027,0.5142857142857142,0.6486486486486486,1
0.3333333333333333,0.6382978723404255,0.2391304347826087,0.3404255319148936,0.27906976744186046,0.43478260869565216,0.20895522388059704,0.23188405797101452,0
0.6428571428571428,0.723404255319149,0.6304347826086956,0.6595744680851064,0.4242424242424242,0.5490196078431373,0.326530612244898,0.392156862745098,1
0.6326530612244897,0.6266666666666667,0.5540540540540541,0.6,0.25,0.6593406593406593,0.17977528089887643,0.32967032967032966,1
0.5,0.52,0.41666666666666663,0.48000000000000004,0.6428571428571429,0.7142857142857143,0.5499999999999999,0.5714285714285714,0
0.175,0.6106870229007633,0.21705426356589147,0.30534351145038163,0.3013698630136986,0.5517241379310345,0.19298245614035087,0.36206896551724144,0
0.14035087719298248,0.40909090909090906,0.1395348837209302,0.22727272727272727,0.5,0.6440677966101696,0.38596491228070173,0.4745762711864407,1
0.33333333333333337,0.5961538461538461,0.33333333333333337,0.3269230769230769,0.46511627906976744,0.5454545454545455,0.40625,0.5151515151515151,1
0.8536585365853658,0.9541284403669724,0.897196261682243,0.8073394495412846,0.44067796610169496,0.5569620253164557,0.38961038961038963,0.37974683544303794,1
0.4999999999999999,0.6436781609195403,0.3529411764705882,0.41379310344827586,0.28571428571428575,0.4857142857142857,0.17647058823529413,0.3142857142857143,1
0.375,0.6930693069306931,0.4444444444444445,0.5544554455445543,0.37499999999999994,0.5789473684210525,0.37837837837837834,0.5000000000000001,1
0.6046511627906976,0.6764705882352942,0.48484848484848486,0.588235294117647,0.3636363636363636,0.42424242424242425,0.3225806451612903,0.42424242424242425,1
0.5517241379310345,0.7499999999999999,0.5319148936170213,0.5625,0.43478260869565216,0.5675675675675675,0.3888888888888889,0.5135135135135135,1
0.2608695652173913,0.5490196078431372,0.21999999999999997,0.2745098039215686,0.18181818181818185,0.46341463414634143,0.125,0.2926829268292683,1
0.9130434782608695,0.9610389610389611,0.9066666666666667,0.9610389610389611,0.36363636363636365,0.4074074074074074,0.34615384615384615,0.4074074074074074,1
0.6470588235294117,0.7169811320754716,0.5384615384615384,0.5094339622641509,0.43902439024390244,0.43750000000000006,0.16129032258064516,0.3125,1
0.2790697674418605,0.608,0.21138211382113817,0.304,0.24137931034482757,0.3333333333333333,0.1818181818181818,0.31111111111111106,1
0.7916666666666667,0.8157894736842105,0.7567567567567567,0.8157894736842105,0.30303030303030304,0.48148148148148157,0.2692307692307693,0.29629629629629634,1
0.7368421052631577,0.8125,0.6774193548387097,0.7500000000000001,0.5161290322580645,0.5925925925925927,0.4230769230769231,0.48148148148148157,1
0.22222222222222224,0.6236559139784946,0.2065217391304348,0.3225806451612903,0.19753086419753085,0.4732824427480916,0.2170542635658915,0.32061068702290074,0
0.7407407407407408,0.8048780487804876,0.7000000000000001,0.7560975609756099,0.2857142857142857,0.4848484848484849,0.25,0.27272727272727276,1
0.3582089552238806,0.5904761904761905,0.3495145631067961,0.41904761904761906,0.2909090909090909,0.41860465116279066,0.2380952380952381,0.34883720930232553,0
0.62,0.7,0.5569620253164557,0.5375,0.28571428571428575,0.39999999999999997,0.1917808219178082,0.32,1
0.5238095238095238,0.7846153846153846,0.5,0.6461538461538462,0.2173913043478261,0.33802816901408456,0.14492753623188406,0.25352112676056343,1
0.33766233766233766,0.6101694915254237,0.27586206896551724,0.3220338983050847,0.4,0.6136363636363636,0.3023255813953488,0.27272727272727276,1
0.2702702702702703,0.5423728813559321,0.20689655172413793,0.3220338983050847,0.29268292682926833,0.6060606060606061,0.15625,0.393939393939394,1
0.2608695652173913,0.47706422018348627,0.22429906542056074,0.3302752293577982,0.37931034482758624,0.4444444444444445,0.29545454545454547,0.35555555555555557,0
0.22222222222222224,0.5352112676056339,0.11594202898550725,0.3098591549295775,0.4285714285714286,0.5373134328358209,0.3076923076923077,0.5074626865671642,1
0.17721518987341772,0.5391304347826087,0.1592920353982301,0.382608695652174,0.44827586206896547,0.5348837209302325,0.4285714285714286,0.48837209302325574,1
0.4117647058823529,0.7155963302752295,0.33644859813084116,0.3853211009174312,0.5106382978723405,0.5352112676056338,0.49275362318840576,0.5352112676056338,0
0.5970149253731343,0.792079207920792,0.5858585858585857,0.6138613861386139,0.5098039215686274,0.5866666666666666,0.4383561643835616,0.56,0
0.3111111111111111,0.6857142857142856,0.3529411764705882,0.48571428571428565,0.2222222222222222,0.48148148148148145,0.11538461538461538,0.3703703703703704,1
0.13333333333333333,0.5555555555555556,0.08571428571428572,0.2777777777777778,0.14634146341463417,0.3548387096774194,0.1,0.22580645161290325,0
0.6938775510204083,0.8205128205128205,0.6578947368421053,0.6923076923076923,0.30769230769230765,0.5,0.24137931034482757,0.4333333333333333,1
0.3636363636363636,0.5833333333333334,0.2711864406779661,0.35000000000000003,0.21739130434782605,0.4225352112676057,0.2318840579710145,0.30985915492957744,1
0.42696629213483145,0.6482758620689654,0.27972027972027974,0.33103448275862063,0.24999999999999994,0.45977011494252873,0.16470588235294115,0.3218390804597701,0
0.34666666666666673,0.5873015873015873,0.3548387096774193,0.41269841269841273,0.35000000000000003,0.5396825396825397,0.2295081967213115,0.28571428571428575,1
0.32911392405063294,0.43548387096774194,0.2786885245901639,0.3709677419354839,0.3255813953488372,0.6176470588235294,0.2727272727272727,0.29411764705882354,0
0.3050847457627119,0.6153846153846154,0.2696629213483146,0.32967032967032966,0.3111111111111111,0.4705882352941176,0.2727272727272727,0.35294117647058826,1
0.8400000000000001,0.9487179487179488,0.9210526315789473,0.923076923076923,0.28571428571428575,0.39999999999999997,0.2641509433962264,0.32727272727272727,1
0.23728813559322037,0.6326530612244898,0.22916666666666663,0.3877551020408163,0.28571428571428575,0.4819277108433735,0.2469135802469136,0.3855421686746988,0
0.16666666666666666,0.37037037037037035,0.10126582278481013,0.1728395061728395,0.19047619047619047,0.29999999999999993,0.03448275862068965,0.20000000000000004,1
0.30434782608695654,0.5263157894736842,0.2162162162162162,0.2894736842105263,0.3333333333333333,0.5633802816901409,0.20289855072463767,0.3661971830985915,0
0.5555555555555555,0.6779661016949153,0.49122807017543857,0.576271186440678,0.5294117647058824,0.6785714285714285,0.48148148148148145,0.3928571428571428,1
0.46808510638297873,0.6268656716417911,0.3692307692307692,0.41791044776119407,0.17647058823529416,0.21276595744680848,0.13333333333333333,0.21276595744680848,1
0.19718309859154928,0.5840707964601771,0.16216216216216217,0.3893805309734513,0.30434782608695654,0.32432432432432434,0.2222222222222222,0.2702702702702703,0
0.3703703703703704,0.5739130434782609,0.3008849557522124,0.3652173913043478,0.5,0.6440677966101696,0.38596491228070173,0.4745762711864407,1
0.1818181818181818,0.6597938144329897,0.12631578947368421,0.288659793814433,0.19607843137254902,0.617283950617284,0.20253164556962025,0.271604938271605,1
0.4285714285714286,0.5818181818181818,0.35185185185185186,0.49090909090909085,0.48484848484848486,0.5098039215686275,0.44897959183673475,0.5098039215686275,1
0.27906976744186046,0.6811594202898551,0.29411764705882354,0.3188405797101449,0.5454545454545454,0.7090909090909091,0.462962962962963,0.38181818181818183,1
0.5352112676056338,0.7652173913043478,0.584070796460177,0.4695652173913043,0.2857142857142857,0.30379746835443033,0.23376623376623376,0.2784810126582279,0
0.631578947368421,0.7320261437908496,0.5827814569536424,0.5490196078431373,0.2857142857142857,0.31460674157303375,0.09195402298850575,0.20224719101123595,1
0.36170212765957444,0.631578947368421,0.36,0.35526315789473684,0.27450980392156865,0.5681818181818182,0.27906976744186046,0.45454545454545453,1
0.4,0.6666666666666667,0.3243243243243243,0.5128205128205129,0.380952380952381,0.5142857142857143,0.30303030303030304,0.28571428571428575,1
0.32967032967032966,0.6474820143884892,0.26277372262773724,0.3741007194244604,0.5074626865671642,0.6037735849056604,0.40384615384615385,0.4528301886792453,1
0.10000000000000002,0.47457627118644063,0.03508771929824562,0.2711864406779661,0.3529411764705882,0.43137254901960786,0.24489795918367346,0.3137254901960784,0
0.425531914893617,0.6410256410256411,0.31578947368421056,0.41025641025641024,0.25,0.41509433962264153,0.196078431372549,0.3018867924528302,1
0.2641509433962264,0.65,0.2820512820512821,0.3,0.42857142857142855,0.43478260869565216,0.3181818181818182,0.34782608695652173,1
0.16867469879518074,0.6515151515151515,0.13846153846153844,0.2727272727272727,0.21428571428571427,0.3764705882352941,0.12048192771084337,0.23529411764705882,1
0.22641509433962265,0.5813953488372093,0.16666666666666666,0.39534883720930236,0.2439024390243903,0.4,0.1904761904761905,0.27692307692307694,0
0.05128205128205128,0.5806451612903225,0.09836065573770493,0.30645161290322576,0.21428571428571427,0.3764705882352941,0.12048192771084337,0.23529411764705882,1
0.5526315789473685,0.6909090909090909,0.38888888888888884,0.5090909090909091,0.25,0.6593406593406593,0.17977528089887643,0.32967032967032966,1
0.9629629629629629,1.0,1.0,1.0,0.5,0.5454545454545454,0.40625,0.45454545454545453,1
0.380952380952381,0.5454545454545455,0.34375,0.303030303030303,0.5142857142857143,0.588235294117647,0.40816326530612246,0.5490196078431373,1
0.14285714285714285,0.46808510638297873,0.08695652173913043,0.276595744680851,0.4761904761904762,0.6865671641791045,0.523076923076923,0.5074626865671642,1
0.16901408450704225,0.5000000000000001,0.0847457627118644,0.26666666666666666,0.3846153846153846,0.6292134831460675,0.48275862068965514,0.6067415730337079,1
0.0983606557377049,0.36649214659685864,0.1375661375661376,0.21989528795811517,0.2439024390243903,0.4918032786885246,0.13559322033898308,0.26229508196721313,1
0.59375,0.7368421052631579,0.5376344086021505,0.6105263157894737,0.25,0.6593406593406593,0.17977528089887643,0.32967032967032966,1
0.8214285714285715,0.8045977011494253,0.7764705882352942,0.8045977011494253,0.41025641025641024,0.6451612903225806,0.29999999999999993,0.3870967741935484,1
0.5301204819277109,0.761904761904762,0.3709677419354839,0.42857142857142855,0.2711864406779661,0.39080459770114945,0.18823529411764706,0.3218390804597701,1
0.5357142857142857,0.6136363636363635,0.3488372093023256,0.4772727272727273,0.44897959183673475,0.5384615384615384,0.34210526315789475,0.3846153846153846,1
0.48484848484848486,0.6019417475728156,0.3762376237623763,0.48543689320388345,0.15,0.28571428571428575,0.13114754098360656,0.1904761904761905,1
0.05555555555555555,0.3008849557522124,0.09009009009009009,0.24778761061946902,0.303030303030303,0.4999999999999999,0.2608695652173913,0.3333333333333333,0
0.7999999999999999,0.8493150684931509,0.8169014084507042,0.8493150684931509,0.25806451612903225,0.46153846153846156,0.19999999999999998,0.34615384615384615,1
0.40625000000000006,0.574468085106383,0.3695652173913043,0.48936170212765956,0.38095238095238104,0.4761904761904762,0.29508196721311475,0.25396825396825395,1
0.9295774647887323,0.9902912621359222,0.9702970297029702,0.9902912621359222,0.41509433962264153,0.5194805194805195,0.21333333333333335,0.28571428571428575,1
0.7636363636363636,0.85,0.7179487179487178,0.775,0.2,0.4912280701754386,0.10909090909090909,0.28070175438596484,1
0.26666666666666666,0.44776119402985076,0.1846153846153846,0.3582089552238806,0.5161290322580646,0.5853658536585366,0.46153846153846156,0.5365853658536585,1
0.24096385542168677,0.5864661654135339,0.183206106870229,0.24060150375939848,0.2380952380952381,0.3283582089552239,0.1846153846153846,0.20895522388059698,1
0.606060606060606,0.7450980392156864,0.48979591836734687,0.5490196078431373,0.45161290322580644,0.6808510638297872,0.26666666666666666,0.3829787234042554,1
0.39215686274509803,0.6153846153846153,0.2631578947368421,0.4615384615384615,0.20689655172413793,0.3255813953488372,0.14634146341463417,0.186046511627907,1
0.5671641791044776,0.74,0.4897959183673469,0.5599999999999999,0.5098039215686274,0.5866666666666666,0.4383561643835616,0.56,0
0.5454545454545454,0.7058823529411765,0.5454545454545454,0.6176470588235294,0.28571428571428575,0.5357142857142858,0.3333333333333333,0.42857142857142866,0
0.17647058823529413,0.4,0.08333333333333333,0.28,0.45161290322580644,0.6808510638297872,0.26666666666666666,0.3829787234042554,1
0.0,0.38461538461538464,0.0,0.19230769230769232,0.4186046511627907,0.631578947368421,0.3272727272727273,0.4912280701754386,0
0.6024096385542169,0.7868852459016394,0.5333333333333333,0.5901639344262296,0.5185185185185185,0.5679012345679012,0.4556962025316456,0.5185185185185186,1
0.32142857142857145,0.6067415730337079,0.29885057471264365,0.3370786516853933,0.19607843137254902,0.617283950617284,0.20253164556962025,0.271604938271605,1
0.47058823529411764,0.7294117647058822,0.4337349397590362,0.5411764705882353,0.13636363636363638,0.4444444444444444,0.14285714285714285,0.3055555555555555,1
0.36697247706422015,0.6395348837209301,0.34117647058823525,0.39534883720930236,0.48387096774193544,0.5531914893617023,0.41304347826086957,0.5106382978723405,1
0.09836065573770493,0.41304347826086957,0.02222222222222222,0.2391304347826087,0.4230769230769231,0.5384615384615385,0.34210526315789475,0.4615384615384615,1
0.27692307692307694,0.6095238095238096,0.19417475728155337,0.32380952380952377,0.46511627906976744,0.5454545454545455,0.40625,0.5151515151515151,1
0.17857142857142858,0.40476190476190477,0.0975609756097561,0.23809523809523808,0.5217391304347826,0.6027397260273973,0.4225352112676057,0.3835616438356165,1
0.3595505617977528,0.6268656716417911,0.2878787878787879,0.3582089552238806,0.2916666666666667,0.48,0.2191780821917808,0.18666666666666665,1
0.8421052631578947,0.8817204301075269,0.8131868131868131,0.8387096774193548,0.15,0.48484848484848486,0.18749999999999997,0.2727272727272727,1
0.3508771929824561,0.6506024096385542,0.2222222222222222,0.3614457831325302,0.4761904761904762,0.7096774193548387,0.43333333333333335,0.4193548387096774,1
0.1509433962264151,0.35294117647058826,0.12048192771084337,0.23529411764705882,0.38709677419354843,0.5652173913043478,0.22727272727272727,0.391304347826087,0
0.6185567010309279,0.7466666666666666,0.581081081081081,0.6933333333333334,0.2807017543859649,0.3595505617977528,0.22988505747126436,0.22471910112359547,1
0.35714285714285715,0.6212121212121211,0.276923076923077,0.37878787878787884,0.2978723404255319,0.45070422535211263,0.1739130434782609,0.36619718309859156,0
0.4489795918367347,0.7142857142857142,0.391304347826087,0.5,0.4,0.48979591836734687,0.25000000000000006,0.3673469387755102,0
0.7555555555555556,0.8484848484848486,0.8125,0.8484848484848486,0.5,0.6779661016949152,0.3157894736842105,0.4745762711864407,1
0.5098039215686274,0.6410256410256411,0.4473684210526316,0.4871794871794872,0.3870967741935484,0.5531914893617021,0.35555555555555557,0.4680851063829786,1
0.6875,0.8400000000000001,0.6891891891891891,0.6533333333333332,0.2545454545454545,0.35955056179775285,0.20689655172413793,0.2696629213483146,1
0.5964912280701755,0.7472527472527474,0.6067415730337078,0.6373626373626374,0.2285714285714286,0.2545454545454546,0.15094339622641512,0.2181818181818182,1
0.24489795918367346,0.4864864864864865,0.11111111111111112,0.2972972972972973,0.5,0.5306122448979591,0.42553191489361697,0.40816326530612246,1
0.125,0.4313725490196078,0.12,0.2549019607843137,0.30769230769230765,0.59375,0.2580645161290323,0.34375,0
0.15384615384615385,0.449438202247191,0.1379310344827586,0.33707865168539325,0.24390243902439024,0.3611111111111111,0.2571428571428572,0.3055555555555555,1
0.3508771929824561,0.6304347826086957,0.3111111111111111,0.4565217391304348,0.47619047619047616,0.49275362318840576,0.44776119402985076,0.4347826086956522,1
0.39999999999999997,0.537313432835821,0.36923076923076925,0.3582089552238806,0.3684210526315789,0.5762711864406781,0.31578947368421045,0.47457627118644075,1
0.5084745762711863,0.6593406593406592,0.38202247191011235,0.5494505494505494,0.4761904761904762,0.676923076923077,0.4444444444444445,0.4,1
0.39534883720930236,0.606060606060606,0.35384615384615387,0.33333333333333337,0.34375,0.5957446808510639,0.2826086956521739,0.4255319148936171,1
0.4528301886792453,0.6419753086419754,0.379746835443038,0.46913580246913583,0.28571428571428575,0.40740740740740744,0.1923076923076923,0.40740740740740744,1
0.15384615384615385,0.5542168674698795,0.07407407407407408,0.2891566265060241,0.29268292682926833,0.6060606060606061,0.15625,0.393939393939394,1
0.5714285714285715,0.7938931297709922,0.5426356589147286,0.7022900763358778,0.2173913043478261,0.33802816901408456,0.14492753623188406,0.25352112676056343,1
0.2153846153846154,0.4660194174757282,0.15841584158415842,0.29126213592233013,0.10714285714285714,0.24719101123595502,0.04597701149425287,0.1797752808988764,1
0.2,0.5365853658536586,0.15,0.36585365853658536,0.35555555555555557,0.5714285714285714,0.2647058823529412,0.3714285714285714,1
0.49122807017543857,0.6976744186046512,0.5238095238095238,0.6511627906976745,0.30769230769230765,0.5,0.24137931034482757,0.4333333333333333,1
0.4848484848484849,0.6666666666666666,0.5,0.5185185185185185,0.7692307692307693,0.8372093023255814,0.7317073170731706,0.7441860465116279,1
0.3666666666666667,0.6206896551724138,0.23529411764705882,0.4137931034482759,0.39999999999999997,0.5538461538461539,0.25396825396825395,0.4307692307692308,1
0.3870967741935483,0.5,0.2978723404255319,0.39583333333333337,0.4117647058823529,0.5490196078431373,0.32653061224489793,0.4705882352941177,1
0.5128205128205129,0.5762711864406779,0.3508771929824561,0.44067796610169496,0.5405405405405405,0.7368421052631579,0.4727272727272728,0.5614035087719298,1
0.27450980392156865,0.5714285714285715,0.2682926829268293,0.42857142857142855,0.21052631578947367,0.29508196721311475,0.06779661016949153,0.16393442622950818,0
0.6976744186046512,0.8524590163934426,0.7118644067796611,0.8196721311475409,0.5454545454545454,0.6122448979591837,0.4680851063829787,0.4489795918367347,1
0.47619047619047616,0.5742574257425742,0.4444444444444445,0.5148514851485149,0.5777777777777778,0.7246376811594202,0.4477611940298507,0.49275362318840576,1
0.19718309859154928,0.5517241379310345,0.21052631578947367,0.25862068965517243,0.3076923076923077,0.4,0.2650602409638554,0.2823529411764706,0
0.24096385542168672,0.5483870967741935,0.21311475409836067,0.3225806451612903,0.2631578947368421,0.6129032258064516,0.26666666666666666,0.29032258064516125,1
0.12903225806451615,0.5306122448979591,0.125,0.3061224489795918,0.18867924528301885,0.5116279069767441,0.21428571428571427,0.3953488372093023,1
0.10752688172043012,0.6164383561643836,0.09722222222222222,0.3013698630136986,0.15625,0.32,0.10204081632653061,0.24,1
0.12987012987012989,0.6046511627906977,0.17322834645669294,0.29457364341085274,0.4406779661016949,0.6736842105263159,0.4301075268817205,0.5052631578947369,1
0.3829787234042553,0.5479452054794521,0.2535211267605634,0.3561643835616438,0.15789473684210525,0.3934426229508197,0.10169491525423728,0.26229508196721313,1
