F1,R1,R2,RL,labels
1.0,1.0,1.0,1.0,1
0.6153846153846153,0.5714285714285715,0.5263157894736842,0.5714285714285715,1
0.75,0.7272727272727272,0.4444444444444445,0.7272727272727272,1
0.6,0.7142857142857143,0.5,0.7142857142857143,1
0.6666666666666665,0.6153846153846153,0.1818181818181818,0.6153846153846153,1
0.75,0.7272727272727272,0.22222222222222224,0.5454545454545454,1
0.6666666666666667,0.76,0.4999999999999999,0.6,1
0.46511627906976744,0.6764705882352942,0.42424242424242425,0.4411764705882353,1
0.6206896551724139,0.6818181818181818,0.38095238095238104,0.5454545454545455,1
0.6111111111111113,0.7407407407407408,0.5,0.5925925925925927,1
0.5999999999999999,0.6382978723404256,0.39999999999999997,0.5106382978723405,1
0.41379310344827586,0.6363636363636364,0.28571428571428564,0.4545454545454546,1
0.5999999999999999,0.608695652173913,0.5,0.608695652173913,1
0.5714285714285715,0.6037735849056604,0.3137254901960784,0.49056603773584906,1
0.42857142857142855,0.5909090909090908,0.42857142857142855,0.5454545454545455,1
0.5789473684210527,0.6785714285714285,0.48148148148148145,0.6428571428571429,1
0.9411764705882353,0.9166666666666666,0.9090909090909091,0.9166666666666666,1
0.9411764705882353,0.9600000000000001,0.8695652173913043,0.9600000000000001,1
0.8888888888888888,0.8461538461538461,0.8333333333333334,0.8461538461538461,1
0.4827586206896552,0.6521739130434783,0.31818181818181823,0.5217391304347826,1
0.42553191489361697,0.6176470588235293,0.36363636363636365,0.3235294117647059,1
0.30303030303030304,0.38461538461538464,0.2549019607843137,0.2692307692307692,1
0.3870967741935484,0.5333333333333332,0.1395348837209302,0.31111111111111117,1
0.5185185185185186,0.6511627906976744,0.3902439024390244,0.5581395348837208,1
0.35294117647058826,0.4489795918367347,0.3125,0.30612244897959184,1
0.2807017543859649,0.4651162790697674,0.2857142857142857,0.3023255813953489,1
0.3137254901960784,0.4736842105263157,0.27027027027027023,0.368421052631579,1
0.5217391304347826,0.6111111111111112,0.41176470588235287,0.5555555555555556,1
0.22641509433962267,0.4337349397590361,0.14814814814814817,0.2891566265060241,1
0.6206896551724138,0.7272727272727272,0.42857142857142855,0.5909090909090908,1
0.6666666666666666,0.8780487804878048,0.46153846153846156,0.6341463414634146,1
0.5599999999999999,0.8205128205128205,0.4864864864864865,0.6666666666666667,1
0.5384615384615384,0.8292682926829269,0.46153846153846156,0.6341463414634146,1
0.64,0.7894736842105262,0.4444444444444444,0.5263157894736842,1
0.6153846153846154,0.7142857142857143,0.5500000000000002,0.6666666666666666,1
0.4666666666666667,0.6956521739130435,0.5,0.608695652173913,1
0.4666666666666667,0.723404255319149,0.39999999999999997,0.553191489361702,1
0.5,0.7083333333333333,0.43478260869565216,0.5416666666666667,1
0.5,0.6511627906976744,0.43902439024390244,0.5581395348837209,1
0.7692307692307692,0.9090909090909091,0.9,0.9090909090909091,1
0.923076923076923,0.9090909090909091,0.9,0.9090909090909091,1
0.923076923076923,1.0,1.0,1.0,1
0.8,0.8,0.6956521739130435,0.8,1
0.6666666666666667,0.8,0.6956521739130435,0.8,1
0.8571428571428571,0.8695652173913044,0.761904761904762,0.8695652173913044,1
0.30303030303030304,0.5957446808510638,0.17777777777777776,0.3829787234042554,1
0.35714285714285715,0.619047619047619,0.3,0.380952380952381,1
0.3870967741935484,0.5454545454545454,0.28571428571428575,0.31818181818181823,1
0.34285714285714286,0.6538461538461539,0.19999999999999998,0.3461538461538462,1
0.18750000000000003,0.5531914893617021,0.2666666666666666,0.3829787234042554,1
0.27027027027027023,0.6181818181818182,0.15094339622641512,0.3272727272727273,1
0.27027027027027023,0.5517241379310345,0.25,0.3793103448275862,1
0.28571428571428575,0.6923076923076924,0.19999999999999998,0.30769230769230765,1
0.34285714285714286,0.7058823529411765,0.20408163265306123,0.39215686274509803,1
0.4666666666666667,0.6086956521739131,0.31818181818181823,0.34782608695652173,1
0.7777777777777778,0.8333333333333334,0.6363636363636364,0.8333333333333334,1
0.7368421052631577,0.8148148148148148,0.56,0.8148148148148148,1
0.6956521739130435,0.7096774193548387,0.4827586206896552,0.5806451612903226,1
0.5454545454545455,0.625,0.4666666666666667,0.5,1
0.7000000000000001,0.7692307692307692,0.5833333333333334,0.4615384615384615,1
0.7058823529411765,0.75,0.5454545454545454,0.75,1
0.6086956521739131,0.6666666666666667,0.5161290322580645,0.6666666666666667,1
0.6363636363636364,0.6206896551724139,0.3703703703703703,0.5517241379310345,1
0.5263157894736842,0.6153846153846153,0.41666666666666663,0.6153846153846153,1
0.4761904761904762,0.6206896551724139,0.2962962962962963,0.41379310344827586,1
0.8333333333333334,0.8421052631578948,0.7058823529411765,0.8421052631578948,1
0.7692307692307692,0.761904761904762,0.631578947368421,0.761904761904762,1
0.5161290322580646,0.6086956521739131,0.3636363636363636,0.391304347826087,1
0.4102564102564102,0.6545454545454545,0.339622641509434,0.43636363636363634,1
0.0975609756097561,0.5,0.06896551724137931,0.26666666666666666,1
0.625,0.7111111111111111,0.46511627906976744,0.6222222222222222,1
0.5454545454545454,0.634920634920635,0.39344262295081966,0.4761904761904762,1
0.4444444444444444,0.6296296296296297,0.23076923076923075,0.40740740740740733,1
0.4848484848484848,0.5714285714285715,0.29787234042553196,0.4489795918367347,1
0.5,0.6818181818181819,0.380952380952381,0.5,1
0.16666666666666666,0.6274509803921569,0.12244897959183673,0.39215686274509803,1
0.19354838709677422,0.46511627906976744,0.04878048780487805,0.2790697674418604,1
0.2580645161290323,0.5599999999999999,0.08333333333333333,0.35999999999999993,1
0.26666666666666666,0.5714285714285714,0.1702127659574468,0.4081632653061225,1
0.5384615384615385,0.6829268292682927,0.2564102564102564,0.4390243902439025,1
0.3478260869565218,0.6486486486486487,0.22857142857142854,0.5405405405405406,1
0.4117647058823529,0.7307692307692307,0.27999999999999997,0.5384615384615384,1
0.3448275862068965,0.6938775510204083,0.3829787234042554,0.4489795918367347,1
0.2962962962962963,0.6382978723404256,0.1333333333333333,0.425531914893617,1
0.3448275862068965,0.6808510638297872,0.2666666666666666,0.4680851063829787,1
0.2285714285714286,0.5517241379310345,0.21428571428571427,0.41379310344827586,1
0.5116279069767441,0.6571428571428571,0.32352941176470584,0.3714285714285714,1
0.48000000000000004,0.5714285714285715,0.24242424242424243,0.39999999999999997,1
0.4,0.5116279069767442,0.19512195121951217,0.372093023255814,1
0.5599999999999999,0.5882352941176471,0.25,0.47058823529411764,1
0.4615384615384615,0.5945945945945946,0.34285714285714286,0.5405405405405405,1
0.5,0.5142857142857143,0.24242424242424243,0.34285714285714286,1
0.25,0.36923076923076925,0.15873015873015872,0.24615384615384617,1
0.4615384615384615,0.6,0.47368421052631576,0.6,1
0.4375,0.5,0.3043478260869565,0.41666666666666663,1
0.5,0.5853658536585366,0.358974358974359,0.48780487804878053,1
0.45454545454545453,0.5714285714285715,0.3636363636363636,0.45714285714285713,1
0.7500000000000001,0.8421052631578948,0.7777777777777778,0.8421052631578948,1
0.6086956521739131,0.8333333333333334,0.5882352941176471,0.7222222222222222,1
0.5,0.6530612244897959,0.42553191489361697,0.5714285714285714,1
0.42857142857142855,0.5416666666666666,0.2608695652173913,0.2916666666666667,1
0.33333333333333337,0.5365853658536586,0.20512820512820512,0.4390243902439025,1
0.27906976744186046,0.45454545454545453,0.21875,0.30303030303030304,1
0.5714285714285713,0.7428571428571428,0.42424242424242425,0.45714285714285713,1
0.5454545454545454,0.7777777777777778,0.47058823529411764,0.6666666666666666,1
0.43243243243243246,0.5660377358490566,0.4313725490196078,0.5283018867924528,1
0.5833333333333334,0.7368421052631577,0.5,0.6842105263157895,1
0.7692307692307693,0.85,0.8421052631578947,0.85,1
0.6666666666666667,0.8421052631578948,0.7222222222222222,0.8421052631578948,1
0.6666666666666666,0.8780487804878048,0.7692307692307692,0.8292682926829269,1
0.7199999999999999,0.9230769230769231,0.8108108108108109,0.8717948717948718,1
0.7142857142857142,0.8372093023255814,0.7317073170731707,0.8372093023255814,1
0.6428571428571429,0.7441860465116279,0.6829268292682926,0.7441860465116279,1
0.7199999999999999,0.7692307692307692,0.7027027027027027,0.7692307692307692,1
0.6428571428571429,0.8571428571428572,0.7,0.8095238095238095,1
0.64,0.8000000000000002,0.6842105263157895,0.8000000000000002,1
0.5581395348837209,0.676470588235294,0.5151515151515151,0.6176470588235295,1
0.5909090909090909,0.7714285714285714,0.4117647058823529,0.5142857142857143,1
0.37499999999999994,0.6122448979591837,0.2978723404255319,0.5306122448979592,1
0.6,0.7213114754098361,0.5084745762711865,0.6229508196721313,1
0.5777777777777778,0.7837837837837838,0.5277777777777777,0.6756756756756758,1
0.6818181818181819,0.7777777777777778,0.6000000000000001,0.75,1
0.6842105263157895,0.8666666666666667,0.6896551724137931,0.8000000000000002,1
0.5142857142857142,0.75,0.3333333333333333,0.5714285714285715,1
0.46153846153846156,0.6779661016949153,0.49122807017543857,0.6101694915254238,1
0.5500000000000002,0.6885245901639343,0.44067796610169496,0.6229508196721313,1
0.6666666666666667,0.5882352941176471,0.5,0.5882352941176471,1
0.6086956521739131,0.5625,0.4666666666666667,0.5625,1
0.4444444444444444,0.6666666666666667,0.3783783783783784,0.5128205128205129,1
0.4,0.611111111111111,0.2941176470588235,0.5,1
0.5,0.7368421052631579,0.33333333333333326,0.5789473684210527,1
0.4444444444444444,0.65,0.3684210526315789,0.5,1
0.5185185185185185,0.611111111111111,0.3529411764705882,0.4444444444444444,1
0.5714285714285713,0.5714285714285715,0.3846153846153846,0.5714285714285715,1
0.41666666666666663,0.5294117647058824,0.25,0.4117647058823529,1
0.5454545454545454,0.5333333333333333,0.35714285714285715,0.5333333333333333,1
0.5555555555555556,0.6666666666666666,0.4,0.5925925925925927,1
0.4545454545454546,0.6060606060606061,0.3225806451612903,0.48484848484848486,1
0.30769230769230765,0.5405405405405405,0.2857142857142857,0.3783783783783784,1
0.4545454545454546,0.5806451612903226,0.27586206896551724,0.45161290322580644,1
0.3636363636363637,0.5806451612903226,0.20689655172413793,0.5161290322580646,1
0.43478260869565216,0.6000000000000001,0.28571428571428575,0.4666666666666667,1
0.4444444444444444,0.6428571428571429,0.3076923076923077,0.42857142857142855,1
0.3,0.5161290322580646,0.13793103448275862,0.3225806451612903,1
0.43478260869565216,0.6285714285714286,0.30303030303030304,0.5142857142857143,1
0.4444444444444444,0.5517241379310344,0.29629629629629634,0.4827586206896552,1
0.7058823529411764,0.6666666666666666,0.6363636363636364,0.6666666666666666,1
0.5,0.5217391304347826,0.28571428571428575,0.4347826086956522,1
0.3333333333333333,0.391304347826087,0.27272727272727276,0.391304347826087,1
0.5333333333333333,0.631578947368421,0.35294117647058826,0.3157894736842105,1
0.5263157894736842,0.5714285714285714,0.30769230769230765,0.42857142857142855,1
0.4166666666666667,0.5,0.23529411764705882,0.33333333333333337,1
0.5555555555555556,0.56,0.43478260869565216,0.56,1
0.42857142857142855,0.5128205128205129,0.21621621621621623,0.358974358974359,1
0.3846153846153846,0.48648648648648646,0.28571428571428575,0.43243243243243246,1
0.3333333333333333,0.48648648648648646,0.3428571428571429,0.43243243243243246,1
0.7142857142857142,0.8095238095238095,0.7499999999999999,0.8095238095238095,1
0.6206896551724138,0.6153846153846154,0.4864864864864865,0.6153846153846154,1
0.5925925925925927,0.7027027027027027,0.5714285714285715,0.6486486486486486,1
0.5555555555555555,0.6538461538461537,0.56,0.6538461538461537,1
0.5714285714285715,0.7500000000000001,0.5263157894736842,0.6,1
0.6153846153846154,0.6666666666666667,0.47058823529411764,0.6666666666666667,1
0.5,0.6818181818181819,0.380952380952381,0.5909090909090909,1
0.5405405405405406,0.6923076923076923,0.52,0.5769230769230769,1
0.48648648648648646,0.6538461538461537,0.44000000000000006,0.5769230769230769,1
0.5714285714285715,0.6829268292682926,0.5128205128205129,0.4878048780487805,1
0.6363636363636364,0.75,0.5333333333333333,0.5,1
0.5833333333333334,0.7999999999999999,0.4848484848484848,0.5142857142857142,1
0.5217391304347826,0.6470588235294118,0.43749999999999994,0.5294117647058824,1
0.6,0.75,0.4666666666666667,0.625,1
0.5217391304347826,0.6470588235294118,0.37500000000000006,0.5882352941176471,1
0.64,0.6857142857142857,0.5454545454545454,0.6857142857142857,1
0.6153846153846153,0.7567567567567567,0.5142857142857143,0.6486486486486486,1
0.5217391304347826,0.6666666666666665,0.47058823529411764,0.6666666666666665,1
0.5263157894736842,0.6666666666666666,0.56,0.6666666666666666,1
0.6363636363636364,0.875,0.5333333333333333,0.5625,1
0.6666666666666666,0.6486486486486486,0.5714285714285714,0.5945945945945945,1
0.5833333333333334,0.6315789473684211,0.4444444444444444,0.5263157894736841,1
0.56,0.65,0.4210526315789474,0.5,1
0.5217391304347826,0.5405405405405405,0.34285714285714286,0.4864864864864865,1
0.5833333333333334,0.5945945945945945,0.4571428571428571,0.5405405405405405,1
0.5925925925925927,0.6341463414634146,0.4615384615384615,0.5365853658536585,1
0.45161290322580644,0.608695652173913,0.3181818181818182,0.4347826086956521,1
0.56,0.611111111111111,0.4117647058823529,0.3888888888888889,1
0.5833333333333334,0.5945945945945945,0.4,0.5405405405405405,1
0.5217391304347826,0.5882352941176471,0.31250000000000006,0.4117647058823529,1
0.6363636363636364,0.7272727272727272,0.5161290322580646,0.606060606060606,1
0.4761904761904762,0.5,0.19999999999999998,0.43749999999999994,1
0.6086956521739131,0.7027027027027029,0.5714285714285714,0.6486486486486486,1
0.5454545454545455,0.6857142857142857,0.30303030303030304,0.5714285714285715,1
0.5454545454545455,0.6451612903225806,0.3448275862068965,0.38709677419354843,1
