F1,R1,R2,RL,labels
0.18181818181818182,0.5,0.11764705882352941,0.3888888888888889,0
0.25,0.4,0.08695652173913043,0.4,0
0.25,0.64,0.2608695652173913,0.4,0
0.28571428571428575,0.6666666666666666,0.27272727272727276,0.5833333333333334,0
0.4444444444444444,0.5333333333333333,0.15384615384615383,0.26666666666666666,0
0.3333333333333333,0.47619047619047616,0.10526315789473685,0.380952380952381,0
0.28571428571428575,0.4347826086956522,0.09523809523809525,0.34782608695652173,0
0.25,0.56,0.17391304347826086,0.48,0
0.2222222222222222,0.42857142857142855,0.07692307692307691,0.35714285714285715,0
0.2,0.3870967741935483,0.06896551724137932,0.3870967741935483,0
0.39999999999999997,0.5,0.2222222222222222,0.5,0
0.39999999999999997,0.5714285714285713,0.2105263157894737,0.47619047619047616,0
0.375,0.608695652173913,0.1904761904761905,0.4347826086956522,0
0.42857142857142855,0.4444444444444445,0.25,0.4444444444444445,0
0.39999999999999997,0.47619047619047616,0.2105263157894737,0.47619047619047616,0
0.375,0.47619047619047616,0.2105263157894737,0.47619047619047616,0
0.4761904761904762,0.6857142857142857,0.303030303030303,0.45714285714285713,0
0.4545454545454546,0.6285714285714286,0.303030303030303,0.5714285714285714,0
0.5,0.6829268292682927,0.4102564102564102,0.48780487804878053,0
0.42857142857142855,0.5957446808510638,0.3555555555555555,0.425531914893617,0
0.3529411764705882,0.5172413793103449,0.35714285714285715,0.3448275862068965,0
0.4444444444444444,0.6956521739130436,0.36363636363636365,0.5217391304347827,0
0.4800000000000001,0.6511627906976744,0.43902439024390244,0.4651162790697674,0
0.4545454545454546,0.6111111111111112,0.29411764705882354,0.5555555555555556,0
0.33333333333333337,0.5116279069767441,0.1951219512195122,0.37209302325581395,0
0.43478260869565216,0.6666666666666667,0.27027027027027023,0.5641025641025642,0
0.43478260869565216,0.5789473684210527,0.33333333333333337,0.4736842105263158,0
0.2962962962962963,0.5777777777777777,0.13953488372093026,0.3111111111111111,0
0.4615384615384615,0.6341463414634146,0.41025641025641024,0.6341463414634146,0
0.2608695652173913,0.4864864864864865,0.17142857142857143,0.43243243243243246,0
0.15384615384615383,0.5,0.2380952380952381,0.3636363636363637,0
0.18181818181818182,0.5555555555555556,0.17647058823529413,0.4444444444444444,0
0.42857142857142855,0.6363636363636364,0.38095238095238104,0.5454545454545455,0
0.21621621621621623,0.5,0.13793103448275862,0.3,0
0.23999999999999996,0.4444444444444444,0.11764705882352941,0.2222222222222222,0
0.2962962962962963,0.5909090909090908,0.14285714285714282,0.3181818181818182,0
0.10000000000000002,0.5625,0.3333333333333333,0.4375,0
0.2608695652173913,0.45714285714285713,0.1818181818181818,0.39999999999999997,0
0.0,0.5142857142857142,0.0606060606060606,0.2857142857142857,0
0.07407407407407408,0.37209302325581395,0.0975609756097561,0.3255813953488372,0
